held_out_subject,accuracy,macro_f1,abnormal_f1,abnormal_precision,abnormal_recall
1,0.6098699520876112,0.5688159047914543,0.75,0.674025974025974,0.8452768729641694
2,0.7423157894736843,0.6664885455596035,0.9077490774907749,0.917910447761194,0.8978102189781022
3,0.3696816004508312,0.32719711218991065,0.5010314004125601,0.39731006906579425,0.6780397022332506
5,0.5680172653856864,0.554432002501496,0.7933086697764195,0.9532276768457673,0.6793388429752066
