held_out_subject,accuracy,macro_f1,abnormal_f1,abnormal_precision,abnormal_recall
1,0.5692265571526351,0.4793629212142507,0.7724092409240924,0.985016835016835,0.6352877307274701
2,0.7368421052631579,0.6643520819450452,0.8591133004926108,0.9336188436830836,0.7956204379562044
3,0.43364327979712597,0.4159755357804072,0.5003408316291752,0.39476514879885266,0.6830024813895782
5,0.6642300194931774,0.7017229313153921,0.8704156479217604,0.9773507206588882,0.7845730027548209
