held_out_subject,accuracy,macro_f1,abnormal_f1,abnormal_precision,abnormal_recall
1,0.5745927446954141,0.4945943575441154,0.7939188096393337,0.9821528611444578,0.6662323561346363
2,0.7193684210526315,0.642027417616106,0.7672823218997361,0.9098873591989988,0.6633211678832117
3,0.42814877430262044,0.40770553398897114,0.5256353098528757,0.4102296450939457,0.7313895781637717
5,0.6109718741297688,0.6447568341035023,0.9073769265300015,0.9931215198165738,0.8352617079889807
