held_out_subject,accuracy,macro_f1,abnormal_f1,abnormal_precision,abnormal_recall
1,0.587296372347707,0.5718053412095572,0.6534423050283973,0.6672135785007072,0.640228013029316
2,0.52,0.4805471048519153,0.49714285714285716,0.4084507042253521,0.635036496350365
3,0.38461538461538464,0.35627467777282296,0.5486430062630481,0.4134675896790434,0.815136476426799
5,0.6118072960178224,0.643409842936491,0.9301782062518259,0.9900497512437811,0.8771349862258954
