held_out_subject,accuracy,macro_f1,abnormal_f1,abnormal_precision,abnormal_recall
1,0.5663518138261465,0.4691873880533542,0.7784564860426929,0.9852036575228595,0.6434310532030402
2,0.7372631578947368,0.6624170136717907,0.8564331843020367,0.9400218102508179,0.7864963503649635
3,0.4378698224852071,0.4211818100509555,0.5014803006148941,0.39618567830154733,0.6830024813895782
5,0.6656223893065998,0.7025853958424644,0.8659420289855072,0.9579158316633266,0.7900826446280992
